PT08.S1(CO),PT08.S2(NMHC),C6H6(GT),NOx(GT)
918.0,501.0,1.0,42.0
920.0,506.0,1.1,61.0
941.0,541.0,1.5,101.0
949.0,552.0,1.6,98.0
990.0,604.0,2.3,114.0
996.0,620.0,2.5,118.0
1023.0,623.0,2.5,120.0
1037.0,636.0,2.8,151.0
1017.0,613.0,2.4,131.0
1042.0,671.0,3.3,145.0
1037.0,665.0,3.2,156.0
1009.0,640.0,2.8,151.0
1033.0,675.0,3.4,173.0
1016.0,647.0,2.9,154.0
1076.0,745.0,4.6,221.0
1029.0,699.0,3.8,193.0
984.0,661.0,3.1,130.0
1003.0,694.0,3.7,156.0
1009.0,671.0,3.3,148.0
946.0,588.0,2.1,93.0
910.0,518.0,1.2,66.0
886.0,464.0,0.7,180.0
879.0,447.0,0.5,38.0
907.0,502.0,1.0,50.0
949.0,589.0,2.1,77.0
1054.0,786.0,5.5,183.0
1214.0,1010.0,10.9,256.0
1253.0,1095.0,13.3,355.0
1197.0,964.0,9.6,491.0
1156.0,859.0,7.0,387.0
1132.0,837.0,6.6,384.0
1207.0,950.0,9.3,368.0
1127.0,896.0,7.9,258.0
1112.0,851.0,6.9,231.0
1186.0,925.0,8.6,290.0
1192.0,976.0,10.0,335.0
1177.0,931.0,8.8,293.0
1478.0,1301.0,20.2,526.0
1486.0,1289.0,19.7,607.0
1118.0,863.0,7.1,326.0
1019.0,730.0,4.4,188.0
961.0,643.0,2.9,163.0
931.0,591.0,2.1,102.0
938.0,592.0,2.1,95.0
888.0,511.0,1.1,71.0
844.0,454.0,0.6,180.0
851.0,440.0,0.5,46.0
905.0,503.0,1.0,62.0
987.0,628.0,2.6,170.0
1124.0,842.0,6.7,313.0
1408.0,1200.0,16.7,687.0
1501.0,1403.0,24.0,757.0
1266.0,1149.0,15.0,559.0
1082.0,855.0,6.9,286.0
1123.0,942.0,9.1,324.0
1174.0,979.0,10.0,316.0
1209.0,1082.0,12.9,407.0
1120.0,940.0,9.0,305.0
1174.0,1010.0,10.9,360.0
1068.0,896.0,7.9,339.0
1146.0,985.0,10.2,304.0
1204.0,1089.0,13.2,397.0
1062.0,903.0,8.1,270.0
1122.0,919.0,8.5,339.0
940.0,686.0,3.6,190.0
935.0,628.0,2.6,126.0
1011.0,725.0,4.3,189.0
952.0,665.0,3.2,146.0
899.0,572.0,1.8,98.0
880.0,533.0,1.4,180.0
882.0,516.0,1.2,75.0
844.0,466.0,0.7,77.0
860.0,497.0,1.0,72.0
917.0,597.0,2.2,152.0
1126.0,886.0,7.7,337.0
1033.0,820.0,6.2,360.0
944.0,697.0,3.8,243.0
955.0,687.0,3.6,277.0
992.0,694.0,3.7,266.0
1090.0,910.0,8.3,317.0
1151.0,983.0,10.1,375.0
1148.0,975.0,9.9,349.0
1140.0,946.0,9.2,377.0
1160.0,990.0,10.3,403.0
1167.0,1027.0,11.4,422.0
1194.0,1038.0,11.7,388.0
1224.0,1071.0,12.6,431.0
1209.0,1028.0,11.4,425.0
1145.0,962.0,9.6,391.0
1016.0,744.0,4.6,231.0
1018.0,750.0,4.7,248.0
937.0,625.0,2.6,142.0
949.0,647.0,2.9,117.0
895.0,545.0,1.5,180.0
884.0,528.0,1.3,96.0
883.0,518.0,1.2,87.0
968.0,652.0,3.0,197.0
1071.0,787.0,5.5,290.0
1310.0,1082.0,12.9,621.0
1332.0,1132.0,14.5,645.0
1178.0,939.0,9.0,573.0
1093.0,836.0,6.5,414.0
1060.0,784.0,5.4,314.0
1121.0,873.0,7.4,317.0
1118.0,888.0,7.7,290.0
1205.0,1002.0,10.7,385.0
1274.0,1094.0,13.3,507.0
1301.0,1092.0,13.2,534.0
1405.0,1224.0,17.5,601.0
1375.0,1230.0,17.7,583.0
1367.0,1225.0,17.5,551.0
1324.0,1121.0,14.1,547.0
1170.0,917.0,8.4,385.0
1169.0,895.0,7.9,318.0
1181.0,905.0,8.1,356.0
1146.0,860.0,7.1,326.0
1059.0,773.0,5.2,233.0
1010.0,679.0,3.4,180.0
1007.0,677.0,3.4,116.0
932.0,595.0,2.1,120.0
998.0,717.0,4.1,228.0
1072.0,819.0,6.1,303.0
1424.0,1260.0,18.7,180.0
1527.0,1502.0,27.9,180.0
1364.0,1234.0,17.8,529.0
1190.0,1044.0,11.8,615.0
1021.0,839.0,6.6,298.0
1051.0,914.0,8.4,317.0
1021.0,882.0,7.6,305.0
1016.0,842.0,6.7,253.0
1040.0,893.0,7.9,296.0
1089.0,916.0,8.4,293.0
1148.0,1054.0,12.1,353.0
1162.0,1070.0,12.6,399.0
1197.0,1102.0,13.6,454.0
1059.0,905.0,8.1,356.0
1207.0,1023.0,11.2,473.0
1188.0,983.0,10.1,482.0
1153.0,933.0,8.8,443.0
1061.0,849.0,6.8,373.0
1028.0,831.0,6.4,320.0
1082.0,843.0,6.7,180.0
1037.0,771.0,5.2,233.0
942.0,688.0,3.6,161.0
904.0,633.0,2.7,137.0
855.0,578.0,1.9,144.0
914.0,705.0,3.9,182.0
933.0,714.0,4.1,227.0
942.0,696.0,3.7,203.0
943.0,688.0,3.6,179.0
959.0,717.0,4.1,171.0
971.0,739.0,4.5,181.0
954.0,735.0,4.5,175.0
929.0,645.0,2.9,148.0
933.0,660.0,3.1,132.0
967.0,704.0,3.9,162.0
987.0,723.0,4.2,185.0
1003.0,772.0,5.2,234.0
1138.0,986.0,10.2,275.0
1087.0,903.0,8.1,272.0
1129.0,920.0,8.5,331.0
1191.0,1005.0,10.7,347.0
1256.0,1032.0,11.5,488.0
1171.0,960.0,9.5,404.0
1016.0,780.0,5.3,255.0
1035.0,805.0,5.8,180.0
980.0,744.0,4.6,174.0
901.0,631.0,2.7,108.0
914.0,655.0,3.1,107.0
940.0,665.0,3.2,188.0
935.0,689.0,3.6,225.0
970.0,691.0,3.7,208.0
1064.0,830.0,6.4,270.0
1023.0,776.0,5.2,202.0
955.0,706.0,3.9,168.0
943.0,714.0,4.1,191.0
895.0,622.0,2.5,149.0
890.0,601.0,2.2,101.0
904.0,608.0,2.3,134.0
888.0,611.0,2.4,150.0
905.0,648.0,2.9,188.0
974.0,757.0,4.9,254.0
1048.0,847.0,6.8,324.0
895.0,660.0,3.1,238.0
875.0,594.0,2.1,128.0
943.0,703.0,3.9,169.0
947.0,697.0,3.8,215.0
865.0,566.0,1.8,111.0
823.0,503.0,1.0,60.0
798.0,452.0,0.6,180.0
781.0,425.0,0.4,29.0
781.0,409.0,0.3,25.0
779.0,402.0,0.2,34.0
817.0,462.0,0.7,89.0
893.0,629.0,2.6,212.0
883.0,659.0,3.1,216.0
839.0,608.0,2.3,191.0
809.0,587.0,2.0,200.0
805.0,584.0,2.0,164.0
840.0,661.0,3.1,185.0
812.0,646.0,2.9,156.0
782.0,594.0,2.1,155.0
799.0,617.0,2.5,158.0
812.0,640.0,2.8,166.0
922.0,842.0,6.7,268.0
938.0,903.0,8.1,309.0
939.0,872.0,7.4,297.0
827.0,687.0,3.6,225.0
776.0,580.0,1.9,122.0
755.0,538.0,1.4,100.0
766.0,515.0,1.2,86.0
762.0,487.0,0.9,71.0
736.0,453.0,0.6,39.0
715.0,387.0,0.2,180.0
716.0,390.0,0.2,29.0
731.0,408.0,0.3,32.0
735.0,407.0,0.3,37.0
779.0,500.0,1.0,134.0
915.0,774.0,5.2,358.0
905.0,818.0,6.1,354.0
835.0,688.0,3.6,284.0
798.0,609.0,2.3,213.0
783.0,580.0,1.9,174.0
807.0,623.0,2.6,157.0
827.0,660.0,3.1,178.0
822.0,632.0,2.7,187.0
830.0,655.0,3.0,198.0
833.0,653.0,3.0,186.0
882.0,766.0,5.0,203.0
967.0,880.0,7.5,313.0
1009.0,958.0,9.5,342.0
911.0,777.0,5.3,310.0
808.0,613.0,2.4,165.0
812.0,621.0,2.5,152.0
790.0,597.0,2.2,141.0
765.0,544.0,1.5,122.0
761.0,525.0,1.3,79.0
788.0,486.0,0.9,180.0
790.0,471.0,0.7,81.0
804.0,489.0,0.9,77.0
831.0,537.0,1.4,124.0
881.0,680.0,3.5,159.0
1099.0,1013.0,11.0,396.0
1100.0,1065.0,12.4,479.0
1042.0,910.0,8.3,438.0
1026.0,935.0,8.9,466.0
905.0,796.0,5.7,288.0
891.0,790.0,5.5,205.0
968.0,938.0,9.0,311.0
909.0,826.0,6.3,246.0
938.0,945.0,9.1,356.0
971.0,917.0,8.4,397.0
1148.0,1226.0,17.5,579.0
1299.0,1384.0,23.3,819.0
1315.0,1269.0,19.0,754.0
1180.0,1020.0,11.1,473.0
1070.0,821.0,6.2,300.0
1031.0,763.0,5.0,235.0
1047.0,778.0,5.3,207.0
1030.0,724.0,4.2,204.0
986.0,682.0,3.5,155.0
992.0,655.0,3.0,180.0
1076.0,715.0,4.1,179.0
1104.0,713.0,4.0,143.0
1160.0,770.0,5.1,212.0
1217.0,846.0,6.7,263.0
1457.0,1167.0,15.6,648.0
1337.0,1212.0,17.1,717.0
1111.0,931.0,8.8,389.0
1165.0,852.0,6.9,438.0
1129.0,783.0,5.4,282.0
1092.0,759.0,4.9,268.0
1096.0,777.0,5.3,248.0
1108.0,783.0,5.4,272.0
1124.0,787.0,5.5,291.0
1216.0,879.0,7.5,363.0
1437.0,1202.0,16.7,660.0
1473.0,1245.0,18.2,907.0
1396.0,1164.0,15.5,639.0
1285.0,1013.0,10.9,574.0
1206.0,928.0,8.7,373.0
1179.0,868.0,7.3,330.0
1213.0,877.0,7.5,336.0
1142.0,849.0,6.8,347.0
1089.0,750.0,4.7,241.0
982.0,617.0,2.5,180.0
888.0,526.0,1.3,96.0
979.0,602.0,2.2,147.0
1023.0,690.0,3.6,210.0
1153.0,878.0,7.5,409.0
1393.0,1204.0,16.8,719.0
1567.0,1502.0,28.0,959.0
1334.0,1174.0,15.8,744.0
1280.0,1165.0,15.5,583.0
1330.0,1145.0,14.9,597.0
1349.0,1193.0,16.4,550.0
1349.0,1167.0,15.6,499.0
1344.0,1182.0,16.1,470.0
1337.0,1198.0,16.6,568.0
1316.0,1177.0,15.9,525.0
1253.0,1094.0,13.3,481.0
1258.0,1144.0,14.9,414.0
1326.0,1253.0,18.5,565.0
1109.0,896.0,7.9,303.0
1029.0,762.0,5.0,221.0
1112.0,833.0,6.5,260.0
1100.0,810.0,6.0,327.0
1136.0,849.0,6.8,344.0
1000.0,712.0,4.0,270.0
1041.0,732.0,4.4,180.0
1009.0,710.0,4.0,191.0
975.0,681.0,3.5,136.0
993.0,727.0,4.3,194.0
872.0,587.0,2.0,168.0
1017.0,818.0,6.1,254.0
1070.0,928.0,8.7,410.0
915.0,658.0,3.1,166.0
978.0,772.0,5.2,162.0
968.0,777.0,5.3,188.0
1008.0,843.0,6.7,199.0
1025.0,913.0,8.3,272.0
983.0,806.0,5.9,180.0
1018.0,868.0,7.3,255.0
1101.0,916.0,8.4,251.0
1116.0,888.0,7.7,258.0
1161.0,945.0,9.1,344.0
1212.0,1010.0,10.9,380.0
1225.0,985.0,10.2,464.0
1154.0,891.0,7.8,304.0
1140.0,856.0,7.0,258.0
1201.0,949.0,9.2,358.0
1011.0,742.0,4.6,278.0
867.0,590.0,2.1,116.0
856.0,545.0,1.5,180.0
859.0,527.0,1.3,60.0
859.0,479.0,0.8,51.0
842.0,454.0,0.6,33.0
856.0,505.0,1.1,80.0
867.0,500.0,1.0,103.0
877.0,541.0,1.5,93.0
869.0,535.0,1.4,108.0
900.0,582.0,2.0,107.0
899.0,603.0,2.3,122.0
895.0,624.0,2.6,122.0
992.0,844.0,6.7,156.0
1104.0,1095.0,13.3,246.0
933.0,711.0,4.0,205.0
973.0,778.0,5.3,257.0
1069.0,923.0,8.6,228.0
1055.0,821.0,6.2,321.0
1032.0,778.0,5.3,270.0
982.0,714.0,4.1,203.0
968.0,680.0,3.5,201.0
979.0,718.0,4.1,207.0
935.0,666.0,3.2,180.0
942.0,666.0,3.2,140.0
883.0,561.0,1.7,93.0
841.0,470.0,0.7,180.0
843.0,443.0,0.5,35.0
872.0,460.0,0.6,47.0
862.0,474.0,0.8,68.0
917.0,562.0,1.7,131.0
1022.0,771.0,5.2,289.0
1022.0,837.0,6.6,322.0
961.0,789.0,5.5,330.0
912.0,731.0,4.4,339.0
896.0,731.0,4.4,316.0
890.0,726.0,4.3,218.0
891.0,740.0,4.5,177.0
894.0,737.0,4.5,278.0
907.0,753.0,4.8,313.0
973.0,827.0,6.3,351.0
1035.0,961.0,9.6,374.0
1146.0,1147.0,15.0,431.0
1176.0,1162.0,15.4,468.0
1057.0,935.0,8.9,368.0
974.0,763.0,5.0,239.0
1044.0,834.0,6.5,292.0
988.0,734.0,4.4,205.0
1016.0,781.0,5.3,255.0
929.0,659.0,3.1,220.0
876.0,576.0,1.9,180.0
872.0,558.0,1.7,114.0
888.0,574.0,1.9,153.0
927.0,638.0,2.8,224.0
991.0,786.0,5.5,295.0
1317.0,1247.0,18.3,667.0
1402.0,1462.0,26.3,867.0
1222.0,1188.0,16.3,666.0
1109.0,1060.0,12.3,595.0
959.0,875.0,7.4,421.0
964.0,902.0,8.1,292.0
1006.0,1006.0,10.8,308.0
1002.0,968.0,9.7,347.0
997.0,975.0,9.9,377.0
1019.0,964.0,9.6,325.0
1192.0,1196.0,16.5,508.0
1399.0,1387.0,23.4,768.0
1419.0,1408.0,24.2,764.0
1250.0,1094.0,13.3,500.0
1156.0,916.0,8.4,463.0
1064.0,783.0,5.4,258.0
1066.0,771.0,5.2,214.0
1031.0,741.0,4.6,191.0
973.0,663.0,3.2,154.0
937.0,600.0,2.2,180.0
930.0,616.0,2.5,113.0
949.0,640.0,2.8,167.0
979.0,707.0,3.9,235.0
1094.0,865.0,7.2,372.0
1450.0,1322.0,20.9,877.0
1508.0,1479.0,27.0,900.0
1374.0,1255.0,18.5,733.0
1308.0,1117.0,14.0,691.0
1249.0,996.0,10.5,457.0
1282.0,1023.0,11.2,369.0
1253.0,988.0,10.3,285.0
1222.0,924.0,8.6,279.0
1201.0,882.0,7.6,198.0
1238.0,985.0,10.2,229.0
1434.0,1234.0,17.8,477.0
1573.0,1436.0,25.3,679.0
1552.0,1413.0,24.4,682.0
1510.0,1297.0,20.0,679.0
1165.0,870.0,7.3,298.0
1177.0,837.0,6.6,265.0
1135.0,800.0,5.7,196.0
1070.0,739.0,4.5,155.0
1034.0,715.0,4.1,131.0
1014.0,731.0,4.4,180.0
988.0,673.0,3.3,165.0
975.0,668.0,3.3,169.0
984.0,681.0,3.5,224.0
1092.0,831.0,6.4,249.0
1454.0,1299.0,20.1,863.0
1446.0,1328.0,21.2,665.0
1316.0,1105.0,13.7,670.0
1283.0,1039.0,11.7,500.0
1223.0,999.0,10.6,428.0
1176.0,969.0,9.8,180.0
1041.0,945.0,9.1,306.0
1008.0,946.0,9.2,334.0
962.0,807.0,5.9,268.0
1048.0,925.0,8.6,284.0
1145.0,1074.0,12.7,393.0
1198.0,1291.0,19.8,603.0
1319.0,1399.0,23.8,757.0
1274.0,1136.0,14.6,684.0
1085.0,882.0,7.6,426.0
1017.0,760.0,4.9,254.0
1039.0,774.0,5.2,227.0
1027.0,751.0,4.8,221.0
952.0,662.0,3.2,155.0
930.0,609.0,2.4,120.0
942.0,665.0,3.2,134.0
897.0,594.0,2.1,128.0
928.0,631.0,2.7,148.0
987.0,738.0,4.5,233.0
1272.0,1111.0,13.8,470.0
1452.0,1370.0,22.7,679.0
1415.0,1278.0,19.3,796.0
1063.0,909.0,8.2,812.0
1203.0,951.0,9.3,339.0
1258.0,1052.0,12.1,354.0
1328.0,1123.0,14.2,466.0
1260.0,1059.0,12.3,417.0
1201.0,985.0,10.2,289.0
1161.0,992.0,10.4,324.0
1254.0,1112.0,13.9,376.0
1452.0,1381.0,23.1,619.0
1438.0,1374.0,22.8,689.0
1273.0,1096.0,13.4,582.0
1096.0,850.0,6.8,287.0
1151.0,813.0,6.0,238.0
1189.0,797.0,5.7,312.0
1078.0,704.0,3.9,231.0
1152.0,759.0,4.9,234.0
1128.0,740.0,4.5,195.0
1015.0,608.0,2.3,113.0
979.0,547.0,1.5,73.0
972.0,542.0,1.5,103.0
992.0,565.0,1.8,121.0
1053.0,671.0,3.3,132.0
1140.0,800.0,5.8,178.0
1136.0,822.0,6.2,218.0
1180.0,846.0,6.7,246.0
1131.0,792.0,5.6,252.0
1083.0,804.0,5.8,208.0
1120.0,859.0,7.0,219.0
1038.0,699.0,3.8,160.0
1096.0,788.0,5.5,191.0
1126.0,881.0,7.6,270.0
1153.0,910.0,8.3,285.0
1177.0,878.0,7.5,289.0
1383.0,1119.0,14.1,550.0
1363.0,1064.0,12.4,679.0
1087.0,803.0,5.8,314.0
1028.0,703.0,3.9,166.0
1017.0,641.0,2.8,157.0
1050.0,660.0,3.1,173.0
1023.0,672.0,3.3,184.0
940.0,583.0,2.0,93.0
963.0,617.0,2.5,85.0
971.0,585.0,2.0,79.0
887.0,488.0,0.9,55.0
944.0,551.0,1.6,98.0
970.0,592.0,2.1,190.0
1034.0,651.0,3.0,166.0
1160.0,765.0,5.0,260.0
1283.0,887.0,7.7,362.0
1387.0,981.0,10.1,415.0
1325.0,921.0,8.5,358.0
1057.0,641.0,2.8,170.0
1078.0,668.0,3.3,130.0
1159.0,762.0,5.0,177.0
1195.0,795.0,5.6,233.0
1217.0,861.0,7.1,282.0
1542.0,1200.0,16.7,583.0
1407.0,1066.0,12.5,566.0
1189.0,837.0,6.6,323.0
1208.0,911.0,8.3,318.0
1207.0,861.0,7.1,336.0
1056.0,699.0,3.8,196.0
1128.0,771.0,5.2,193.0
1119.0,778.0,5.3,192.0
1077.0,701.0,3.8,147.0
1036.0,636.0,2.8,122.0
1016.0,647.0,2.9,117.0
1103.0,730.0,4.4,201.0
1176.0,880.0,7.5,318.0
1430.0,1169.0,15.7,658.0
1572.0,1374.0,22.9,680.0
1243.0,1006.0,10.8,497.0
1101.0,817.0,6.1,290.0
1103.0,857.0,7.0,230.0
1116.0,859.0,7.1,215.0
1141.0,904.0,8.1,226.0
1151.0,885.0,7.7,240.0
1263.0,1008.0,10.8,391.0
1324.0,1128.0,14.4,492.0
1533.0,1439.0,25.4,700.0
1626.0,1531.0,29.1,782.0
1639.0,1510.0,28.3,728.0
1346.0,1124.0,14.2,510.0
1218.0,914.0,8.4,308.0
1166.0,880.0,7.5,248.0
1095.0,772.0,5.2,233.0
958.0,601.0,2.2,96.0
960.0,582.0,2.0,90.0
972.0,571.0,1.8,95.0
911.0,508.0,1.1,68.0
923.0,516.0,1.2,75.0
981.0,610.0,2.4,145.0
1038.0,701.0,3.8,185.0
1370.0,1118.0,14.0,506.0
1471.0,1265.0,18.9,485.0
1447.0,1167.0,15.6,684.0
1329.0,1090.0,13.2,562.0
1197.0,989.0,10.3,357.0
1198.0,968.0,9.7,306.0
1171.0,977.0,10.0,292.0
1191.0,1011.0,10.9,305.0
1213.0,1060.0,12.3,386.0
1258.0,1124.0,14.2,408.0
1413.0,1339.0,21.6,521.0
1610.0,1573.0,30.9,766.0
1710.0,1632.0,33.5,841.0
1515.0,1295.0,19.9,754.0
1199.0,916.0,8.4,350.0
1128.0,818.0,6.1,244.0
1108.0,798.0,5.7,221.0
1038.0,709.0,4.0,183.0
1004.0,646.0,2.9,166.0
969.0,584.0,2.0,133.0
938.0,559.0,1.7,147.0
927.0,549.0,1.6,119.0
977.0,673.0,3.3,179.0
1011.0,685.0,3.6,178.0
1228.0,984.0,10.2,390.0
1521.0,1434.0,25.2,579.0
1425.0,1178.0,16.0,735.0
1339.0,1094.0,13.3,568.0
1310.0,1046.0,11.9,487.0
1250.0,1012.0,10.9,343.0
1181.0,1015.0,11.0,351.0
1272.0,1220.0,17.3,417.0
1231.0,1064.0,12.4,509.0
1286.0,1223.0,17.4,573.0
1315.0,1225.0,17.5,518.0
1494.0,1460.0,26.2,641.0
1494.0,1381.0,23.1,544.0
1545.0,1390.0,23.5,582.0
1354.0,1094.0,13.3,407.0
1301.0,998.0,10.5,327.0
1144.0,826.0,6.3,221.0
1080.0,732.0,4.4,142.0
1013.0,671.0,3.3,123.0
966.0,587.0,2.0,106.0
959.0,578.0,1.9,100.0
919.0,532.0,1.4,85.0
953.0,604.0,2.3,114.0
1117.0,808.0,5.9,299.0
1485.0,1265.0,18.9,723.0
1583.0,1457.0,26.1,745.0
1448.0,1187.0,16.2,668.0
1294.0,1006.0,10.8,571.0
1269.0,1016.0,11.1,388.0
1247.0,985.0,10.2,323.0
1239.0,1045.0,11.9,312.0
1199.0,1041.0,11.8,320.0
1216.0,1013.0,10.9,322.0
1131.0,925.0,8.6,276.0
1300.0,1149.0,15.0,341.0
1358.0,1331.0,21.3,531.0
1492.0,1425.0,24.8,653.0
1413.0,1251.0,18.4,646.0
1210.0,943.0,9.1,333.0
1196.0,902.0,8.1,299.0
1101.0,809.0,5.9,224.0
1076.0,770.0,5.1,195.0
1040.0,736.0,4.5,209.0
989.0,667.0,3.2,168.0
966.0,639.0,2.8,153.0
912.0,587.0,2.0,140.0
960.0,668.0,3.3,184.0
1028.0,784.0,5.4,266.0
1375.0,1134.0,14.5,518.0
1522.0,1466.0,26.5,681.0
1400.0,1227.0,17.6,558.0
1323.0,1144.0,14.9,457.0
1250.0,990.0,10.3,353.0
1283.0,1048.0,12.0,313.0
1171.0,993.0,10.4,290.0
1264.0,1081.0,12.9,318.0
1301.0,1152.0,15.1,479.0
1321.0,1175.0,15.8,494.0
1343.0,1298.0,20.1,551.0
1493.0,1444.0,25.6,701.0
1545.0,1403.0,24.0,571.0
1477.0,1247.0,18.3,643.0
1202.0,864.0,7.2,282.0
1236.0,849.0,6.8,251.0
1206.0,849.0,6.8,307.0
1192.0,832.0,6.4,282.0
1044.0,630.0,2.7,160.0
1053.0,648.0,2.9,125.0
1023.0,600.0,2.2,106.0
1005.0,620.0,2.5,111.0
959.0,578.0,1.9,115.0
1049.0,686.0,3.6,156.0
1255.0,983.0,10.1,320.0
1285.0,1009.0,10.9,380.0
1254.0,973.0,9.9,371.0
1253.0,966.0,9.7,343.0
1242.0,935.0,8.9,297.0
1212.0,918.0,8.5,281.0
1165.0,839.0,6.6,220.0
1136.0,781.0,5.4,174.0
1233.0,926.0,8.7,260.0
1177.0,800.0,5.8,222.0
1223.0,883.0,7.6,266.0
1360.0,1063.0,12.4,387.0
1435.0,1140.0,14.7,425.0
1305.0,995.0,10.5,484.0
1199.0,869.0,7.3,325.0
1217.0,921.0,8.5,257.0
1200.0,847.0,6.8,273.0
1150.0,807.0,5.9,276.0
1086.0,726.0,4.3,202.0
1027.0,684.0,3.5,132.0
993.0,640.0,2.8,85.0
985.0,610.0,2.4,87.0
934.0,552.0,1.6,70.0
977.0,631.0,2.7,113.0
970.0,618.0,2.5,112.0
1041.0,706.0,3.9,140.0
1144.0,821.0,6.2,214.0
1209.0,933.0,8.8,334.0
1083.0,727.0,4.3,203.0
1063.0,678.0,3.4,163.0
988.0,600.0,2.2,110.0
1060.0,686.0,3.6,107.0
1087.0,717.0,4.1,135.0
1153.0,798.0,5.7,187.0
1167.0,838.0,6.6,240.0
1370.0,1072.0,12.7,398.0
1403.0,1142.0,14.8,585.0
1364.0,1061.0,12.3,590.0
1111.0,825.0,6.3,295.0
1091.0,777.0,5.3,209.0
1107.0,777.0,5.3,183.0
1095.0,746.0,4.7,177.0
1027.0,673.0,3.3,126.0
996.0,631.0,2.7,100.0
955.0,582.0,2.0,83.0
947.0,553.0,1.6,84.0
1003.0,650.0,3.0,113.0
1120.0,815.0,6.1,270.0
1476.0,1219.0,17.3,487.0
1653.0,1573.0,31.0,723.0
1403.0,1161.0,15.4,614.0
1241.0,1011.0,10.9,395.0
1176.0,914.0,8.4,310.0
1160.0,862.0,7.1,259.0
1224.0,977.0,10.0,251.0
1175.0,906.0,8.2,261.0
1235.0,947.0,9.2,241.0
1288.0,1064.0,12.4,317.0
1512.0,1386.0,23.3,505.0
1609.0,1544.0,29.7,669.0
1537.0,1446.0,25.7,638.0
1315.0,1126.0,14.3,433.0
1155.0,909.0,8.2,252.0
1033.0,759.0,4.9,154.0
1078.0,808.0,5.9,152.0
1069.0,799.0,5.7,181.0
952.0,648.0,2.9,109.0
910.0,570.0,1.8,73.0
878.0,517.0,1.2,83.0
899.0,556.0,1.6,90.0
939.0,620.0,2.5,151.0
1001.0,701.0,3.8,191.0
1303.0,1102.0,13.5,403.0
1557.0,1499.0,27.8,555.0
1402.0,1263.0,18.8,551.0
1380.0,1170.0,15.7,473.0
1350.0,1168.0,15.6,388.0
1283.0,1061.0,12.3,296.0
1293.0,1064.0,12.4,283.0
1197.0,943.0,9.1,256.0
1142.0,924.0,8.6,234.0
1147.0,914.0,8.4,215.0
1448.0,1322.0,20.9,454.0
1487.0,1350.0,21.9,605.0
1476.0,1308.0,20.4,529.0
1282.0,1013.0,11.0,354.0
1147.0,848.0,6.8,195.0
1130.0,828.0,6.3,161.0
1154.0,822.0,6.2,187.0
1049.0,683.0,3.5,156.0
1056.0,672.0,3.3,116.0
1011.0,622.0,2.5,83.0
993.0,604.0,2.3,85.0
976.0,568.0,1.8,78.0
1050.0,690.0,3.6,127.0
1143.0,818.0,6.1,279.0
1606.0,1360.0,22.3,649.0
1592.0,1478.0,27.0,593.0
1510.0,1282.0,19.5,584.0
1421.0,1172.0,15.8,563.0
1169.0,987.0,10.3,337.0
1187.0,1014.0,11.0,272.0
1171.0,1045.0,11.9,322.0
1175.0,1040.0,11.7,362.0
1216.0,1050.0,12.0,361.0
1239.0,1062.0,12.3,431.0
1463.0,1383.0,23.2,545.0
1616.0,1610.0,32.6,796.0
1663.0,1597.0,32.0,874.0
1445.0,1263.0,18.8,551.0
1293.0,1052.0,12.1,393.0
1354.0,1084.0,13.0,369.0
1251.0,973.0,9.9,314.0
1222.0,902.0,8.1,294.0
1044.0,702.0,3.8,165.0
1006.0,659.0,3.1,143.0
953.0,583.0,2.0,93.0
959.0,598.0,2.2,111.0
949.0,607.0,2.3,105.0
1073.0,760.0,4.9,173.0
1499.0,1291.0,19.8,541.0
1404.0,1149.0,15.0,581.0
1465.0,1241.0,18.1,591.0
1474.0,1158.0,15.3,653.0
1611.0,1233.0,17.8,690.0
1590.0,1219.0,17.3,602.0
1422.0,1120.0,14.1,489.0
1273.0,988.0,10.3,288.0
1296.0,1014.0,11.0,323.0
1247.0,989.0,10.3,301.0
1359.0,1135.0,14.6,335.0
1726.0,1570.0,30.8,659.0
1818.0,1675.0,35.5,847.0
1667.0,1410.0,24.2,691.0
1549.0,1233.0,17.8,590.0
1385.0,1045.0,11.9,449.0
1320.0,950.0,9.3,316.0
1205.0,828.0,6.3,239.0
1099.0,709.0,4.0,165.0
1106.0,715.0,4.1,152.0
1099.0,718.0,4.1,144.0
1042.0,671.0,3.3,126.0
980.0,621.0,2.5,132.0
1138.0,782.0,5.4,228.0
1517.0,1222.0,17.4,580.0
1537.0,1374.0,22.9,564.0
1296.0,1017.0,11.1,369.0
1255.0,958.0,9.5,260.0
1367.0,1105.0,13.6,371.0
1473.0,1210.0,17.0,513.0
1422.0,1175.0,15.8,471.0
1378.0,1125.0,14.3,378.0
1446.0,1224.0,17.5,445.0
1473.0,1235.0,17.8,483.0
1619.0,1411.0,24.3,530.0
1673.0,1484.0,27.2,649.0
1605.0,1397.0,23.7,604.0
1460.0,1201.0,16.7,486.0
1407.0,1117.0,14.0,402.0
1286.0,982.0,10.1,268.0
1372.0,1054.0,12.1,350.0
1312.0,995.0,10.5,312.0
1205.0,867.0,7.2,243.0
1167.0,829.0,6.4,202.0
1122.0,811.0,6.0,181.0
1126.0,779.0,5.3,139.0
1121.0,757.0,4.9,156.0
1135.0,797.0,5.7,175.0
1248.0,939.0,9.0,281.0
1325.0,1010.0,10.9,322.0
1347.0,1000.0,10.6,369.0
1317.0,952.0,9.3,366.0
